asin,title,thumbnailImage,bestsellerPageData/categoryName,highResolutionImages/0,highResolutionImages/1,highResolutionImages/2,highResolutionImages/3,highResolutionImages/4,highResolutionImages/5,highResolutionImages/6,highResolutionImages/7,highResolutionImages/8,highResolutionImages/9,highResolutionImages/10,highResolutionImages/11,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9,description,productOverview/0/key,productOverview/0/value,productOverview/1/key,productOverview/1/value,productOverview/2/key,productOverview/2/value,productOverview/3/key,productOverview/3/value,productOverview/4/key,productOverview/4/value,productOverview/5/key,productOverview/5/value,productOverview/6/key,productOverview/6/value,productOverview/7/key,productOverview/7/value,productOverview/8/key,productOverview/8/value,productOverview/9/key,productOverview/9/value,galleryThumbnails/0,galleryThumbnails/1,galleryThumbnails/2,galleryThumbnails/3,galleryThumbnails/4,galleryThumbnails/5,galleryThumbnails/6,price,price/currency,price/value
B0932QJ2JZ,Apple AirTag 4 Pack,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71gY9E+cTaS._AC_SX342_SY445_.jpg,Electronics,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71gY9E+cTaS._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71JJueCRWJS._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91bsFWILPGS._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81Lq1AfCYpS._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71ZMyXWM9CS._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71YziLCAJSS._AC_SL1500_.jpg,,,,,,,Keep track of and find your items alongside friends and devices in the Find My app,Simple one-tap setup instantly connects AirTag with your iPhone or iPad,"Play a sound on the built-in speaker to help find your things, or just ask Siri for help",Precision Finding with Ultra Wideband technology leads you right to your nearby AirTag (on select iPhone models),Find items further away with the help of hundreds of millions of Apple devices in the Find My network,Put AirTag into Lost Mode to be automatically notified when it’s detected in the Find My network,"All communication with the Find My network is anonymous and encrypted for privacy, Location data and history are never stored on AirTag",Replaceable battery lasts over a year,AirTag is IP67 water and dust resistant,"Make AirTag yours with a range of colorful accessories, sold separately",,Brand,Apple,Compatible Devices,airtag,Compatible Phone Models,IPhone,Color,White,Connector Gender,Male-to-Male,,,,,,,,,,,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/31iSShk0A5S._AC_SR38.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/31-aH0bzOSS._AC_SR38.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51-6Scr6lwS._AC_SR38.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41TO7qTMkeS._AC_SR38.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41i44CHxbXS._AC_SR38.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41pxCWSRdyS._AC_SR38.jpg,,,,
B096WKKK2K,"Amazon Fire 7 tablet, 7” display, read and watch, under $60 with 10-hour battery life, (2022 release), 16 GB, Black",https://m.media-amazon.com/images/I/714HTqZ7M-L._AC_SY300_SX300_.jpg,Electronics,https://m.media-amazon.com/images/I/714HTqZ7M-L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/51092zEMKaL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/61wiLcfI-LL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/7193MKg8JjL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/61rCJDy357L._AC_SL1000_.jpg,,,,,,,,"Entertainment in the palm of your hands - With 7"" touchscreen display, 2 GB RAM and quad-core processor, choose between 16/32 GB storage and download books, shows or movies to keep your downtime going.","Big library, small tablet, more fun - Unwind with your favorite apps like Kindle, Netflix, Spotify and more through Amazon’s Appstore (Google Play not supported. Subscription fees may apply).","Pocket-sized entertainment hub - Enjoy up to 10 hours of reading, browsing the web, watching videos and listening to music at home or on-the-go. Expand storage to up to 1 TB with micro-SD card (sold separately).","Say hello & go hands-free - Ask Alexa to make video calls to friends and family with Zoom or to check your Instagram or TikTok feeds. Alexa can also help find you a recipe, get you updates on weather, and more.","Built for the whole family to enjoy - Amazon Kids offers easy-to-use parental controls on Fire tablets. Subscribe to Amazon Kids+ for access to thousands of books, popular apps and games, videos, songs, Audible books, and more.",,,,,,,,,,,,,,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/51b-2oWvYDL._AC_US.jpg,https://m.media-amazon.com/images/I/411BHhrQ78L._AC_US.jpg,https://m.media-amazon.com/images/I/51odwkClSTL._AC_US.jpg,https://m.media-amazon.com/images/I/51R8ht-6rlL._AC_US.jpg,https://m.media-amazon.com/images/I/51Iu4YMW+ML._AC_US.jpg,https://m.media-amazon.com/images/I/513Q6sGq+uL._AC_US.jpg,https://m.media-amazon.com/images/I/41nWdmTQ1kL._AC_US.jpg,,,
B09Z6Q2MLC,"(Pack of 2) Replacement Remote Control Only for Roku TV, Compatible for TCL Roku/Hisense Roku/Onn Roku/Sharp Roku/Element Roku/Westinghouse Roku/Philips Roku Smart TVs (Not for Roku Stick and Box)",https://m.media-amazon.com/images/I/71Z6Vs6+hDL._AC_SY300_SX300_.jpg,Electronics,https://m.media-amazon.com/images/I/71Z6Vs6+hDL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71sOaIUoY9L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/612rFQi14OL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71imNRlicvL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71oi3JvbXsL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61hnPjd8rHL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91qbYGQ4ckL._AC_SL1500_.jpg,,,,,,PACKAGE LNCLUDED: Pack of 2 remote. Two-pack remote control can solve your home backup remote control needs. Infrared remote no pairing or programming needed. Just Insert 2 Pcs*AAA batteries to get it work(Batteries and manual are not included),"EXACT COMPATIBILITY: Acoyer Remote control Only for Roku Series TV, Compatible with TCL Roku TV, Hisense Roku TV, Onn Roku TV, Sharp Roku TV, Element Roku TV, Westinghouse Roku TV, Philips Roku TV, Insignia Roku TV, JVC Roku TV, RCA Roku TV, Hitachi Roku TV and Sanyo Roku TVs Series.","NOT APPLICABLE: TV Remote is NOT Compatible with Roku Stick, Roku Streaming Stick, Roku Box 1/2/3/4(HD/LT/XS/XD), Roku Ultra, Roku Express, Roku Premiere or Roku Player.","SHORTCUT BUTTONS: Get to favorite apps quickly with shortcut buttons and it have 4 shortcuts buttons (Disney, Netflix, YouTube, Hulu). Precisely control far from 10 meters/30 feet and it supports over total 160,000 clicks for all buttons via approved tests.","AFTER SALE SERVICE: Acoyer Remote controls with an unlimited return and refund service in 60 days. If you have any questions or concerns regarding your order, please feel free to reach out to us.",,,,,,,Brand,Acoyer,Special Feature,Ergonomic,Color,Black,Max Number of Supported Devices,18,Compatible Devices,Television,,,,,,,,,,,https://m.media-amazon.com/images/I/41boCTHw6sL._AC_US.jpg,https://m.media-amazon.com/images/I/51qxy6QAxRL._AC_US.jpg,https://m.media-amazon.com/images/I/41cX3uFQXOL._AC_US.jpg,https://m.media-amazon.com/images/I/414vciy1MJL._AC_US.jpg,https://m.media-amazon.com/images/I/51ipshu-3fL._AC_US.jpg,https://m.media-amazon.com/images/I/41LYu-wdM-L._AC_US.jpg,,,$,12.57
B0916TKFF2,"Roku Express 4K+ | Roku Streaming Device 4K/HDR, Roku Voice Remote, Free & Live TV",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51kQ7xMRYoL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Electronics,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51kQ7xMRYoL._AC_SL1000_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71e0kfWJiZL._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71txjDvNUAL._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61GZg5iEGML._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71GiZns5+5L._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81auKDpztlL._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91iCKhz617L._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71IMGr7disL._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71zTKBhz47L._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/717PH+v3+2L._AC_SL1500_.jpg,,,"Brilliant 4K picture quality: Stream in HD, 4K, and HDR with sharp resolution and vivid color optimized for your TV",Seamless streaming: Enjoy a smooth streaming experience with a faster wireless network connection​,"No more juggling remotes: Power up your TV, adjust the volume, and control your Roku device all with one remote​","Voice search & control: Quickly search, play entertainment, and control your streaming device with the voice remote","Upgrade to Roku streaming: Enjoy a customizable home screen with your channels front and center, plus automatic updates","Quick guided setup: Just plug it in to your TV and connect to the internet to start streaming, no power adaptor needed","Watch what you love: Stream a massive selection of free, live, and premium TV including 350+ free live TV channels","Works with popular voice assistants: Enjoy easy voice control with Siri, Alexa, or Hey Google​","Troubleshooting steps for wifi connection: Double check the network you selected and that you entered your password correctly. If you have other devices connected to this network, your streaming player should connect",,"Roku Express 4K+ is the easy way to start streaming in brilliant 4K picture and vivid HDR color. Enjoy a smooth streaming experience with faster wireless performance, even with multiple streaming devices connected to your network. Power up your TV, adjust the volume, and control your streaming with the included Roku Voice Remote. Use your voice to quickly search, turn captions on, and more. Best of all, Roku streaming gives you a massive selection of free and live TV, and a customizable home screen with your favorite channels front and center, like Netflix, HBO Max, Disney Plus, Prime Video, Freevee, YouTube TV, Apple TV+, Sling TV, and Hulu. Setup is a cinch with everything you need in the box, including a Premium High Speed HDMI Cable. Roku Express 4K+ also works with popular voice assistants. Ask Alexa or Hey Google to launch channels, search for entertainment, control your streaming, and more. You can also control your TV using the Apple Home app or Siri on your Apple devices. Roku is America’s #1 TV streaming platform based on hours streamed – Hypothesis Group, December 2022",Brand,Roku,Connectivity Technology,Wi-Fi,Connector Type,HDMI,Special Feature,"4K picture, HDR color",Resolution,4k,Supported Internet Services,"Netflix, Prime Video, Pandora, Hulu, Vudu, YouTube",Controller Type,"Remote Control, App Control",Form Factor,TV Box,Color,Black,Model Name,Roku Express 4K+,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41fem9w4hRL._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41dQFIlJFgL._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41Nlyta-anL._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41wSnM-LknL._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41NyO3BQkIL._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51Zxj-XQMiL._AC_US.jpg,,,$,29
B0BCH5H2R3,"Roku Express (New) | HD Roku Streaming Device with Simple Remote (no TV controls), Free & Live TV",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71tK-UqLSCL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Electronics,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71tK-UqLSCL._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/713AFSedv+L._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61Ap3wYXqgL._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61fwhDdIaAL._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71Yglie1COL._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71GiZns5+5L._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81ugNO6Wz9L._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91iCKhz617L._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71zTKBhz47L._AC_SL1500_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71fwX20p2eL._AC_SL1500_.jpg,,,Fast and powerful: Enjoy a seamless HD streaming experience that’s perfect for new users yet powerful enough for seasoned pros​,"Quick guided setup: Just plug it in to your TV and connect to the internet to start streaming, no power adaptor needed","Watch what you love: Stream a massive selection of free, live, and premium TV including 350+ free live TV channels","Simple remote: The included remote has only the buttons you need to stream, including shortcuts to popular channels​","Always up to date: Get the latest features, newest channels, and more with automatic software updates​","Customizable home screen: All your favorite channels like Netflix, Prime Video, and Apple TV+ are front and center",Private listening on mobile: Listen to your TV with wired or wireless headphones using the Roku mobile app,"Works with popular voice assistants: Enjoy easy voice control with Siri, Alexa, and Hey Google",,,,Brand,Roku,Connectivity Technology,Wireless,Connector Type,HDMI,Special Feature,Works with Apple AirPlay and HomeKit / Works with Google Home / Works with Alexa,Resolution,1080p,Supported Internet Services,"Netflix, Prime Video, Pandora, Hulu, Vudu, YouTube",Controller Type,Remote Control,Form Factor,TV Stick,Color,Black,Model Name,Roku Express 2022,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41dWEoKt5FL._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/415DkR6D+5L._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/31W34ApC4uL._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/31vkTN7umvL._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41aVkWese8L._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41NyO3BQkIL._AC_US.jpg,,,$,24
B06Y5Q4VZD,"Wrap-It Storage Heavy-Duty Straps (Assorted 6 Pack) - Extension Cord Holder, Stocking Stuffers for Men, RV Accessories, Workshop and Garage Organizers and Storage",https://m.media-amazon.com/images/I/81JgkNCVLQL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Electronics,https://m.media-amazon.com/images/I/81JgkNCVLQL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71wV8NoxU8L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81yntVnkC8L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81thrQ+MOvL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81HEnfrvbvL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71yG+DDsb2L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81tv0NjmihL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71p4+c13fyL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81Z+UL-iQ8L._AC_SL1500_.jpg,,,,"GET ORGANIZED: Use Heavy-Duty Wrap-It Storage Straps for storage and organization in the garage, shed, shop, around the house, boat, camper or RV. No more bulky cord reels, these straps are the best solution for organizing extension cords, hoses, rope and so much more!","QUALITY MATERIAL: Made with heavy-duty weatherproof polypropylene, industrial strength hook and loop, and a rust-resistant stainless steel grommet, these heavy-duty storage straps are built to last—indoors or out. The heavy-duty hook and loop can hold up to 50 lbs/22kgs.","HANG IT UP: The rust-resistant stainless steel grommet makes it easy to hang extension cables, hoses, rope and so much more! Get stuff off the ground and get organized in the garage, shop, or shed and around the home, boat, truck or RV. These heavy-duty grommet straps fit garage storage system hooks and are the perfect garage pegboard accessories.","ENDLESS USES: Use these cable ties as a holder and strap for Christmas lights, electrical equipment, tool cords, anything cluttering your work bench. Reel in your shed storage organization nightmares and keep your garage and kitchen clutter free. Tidy up your life with Wrap-It Storage organizers!","INCLUDES: two 10-inch x 1.5-inch, two 13-inch x 2-inch, and two 17-inch x 2-inch heavy-duty straps. Great gift idea for a Dad, husband, avid DIYer, handyman, or handywoman!",,,,,,,Material,"Polypropylene (PP), Metal",Color,Black,Brand,Wrap-It Storage,Style,Garden,Number of Pieces,6,,,,,,,,,,,https://m.media-amazon.com/images/I/51g4Jl8ZOXL._AC_US.jpg,https://m.media-amazon.com/images/I/51jpgar0zgL._AC_US.jpg,https://m.media-amazon.com/images/I/512cVC8zN4L._AC_US.jpg,https://m.media-amazon.com/images/I/51DDrTe2q8L._AC_US.jpg,https://m.media-amazon.com/images/I/41I0cpn1ZWL._AC_US.jpg,https://m.media-amazon.com/images/I/5107p5tBlQL._AC_US.jpg,https://m.media-amazon.com/images/I/91RVYmXU2EL.SS125_PKplay-button-mb-image-grid-small_.jpg,,$,19.99
B099Z8HLHT,"Amazon Fire HD 8 tablet, 8” HD Display, 32 GB, 30% faster processor, designed for portable entertainment, (2022 release), Black",https://m.media-amazon.com/images/I/716NHsSc3HL._AC_SY300_SX300_.jpg,Electronics,https://m.media-amazon.com/images/I/716NHsSc3HL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61fgc1OW1ZL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/612urV-joPL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/611IKXwhkBL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/61atVdaaJML._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/619bdfqZrxL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/61hrzq1qptL._AC_SL1000_.jpg,,,,,,Enhanced performance - Updated hexa-core processor for more responsive performance (up to 30% faster than previous gen Fire HD 8).,"All day battery life - Up to 13 hours of reading, browsing the web, watching videos, and listening to music at home and on-the-go.","Stream or download your favorite shows and movies from Prime Video, Netflix, Disney+, and HBO. Enjoy your favorite content from Facebook, Hulu, Instagram, TikTok, and more through Amazon’s Appstore (Google Play not supported. Subscription for some apps required).","Fire HD 8 offers 8"" HD display and 2 GB RAM. Choose from 32GB or 64GB (up to 1TB of expandable storage via microSD card). New design is thinner and lighter than previous gen. Screen made with strengthened aluminosilicate glass. As measured in tumble tests, Fire HD 8 is twice as durable as Apple iPad mini (2021).",Stay connected with family and friends - ask Alexa to make video calls to friends and family or download apps like Zoom.,"Do more with Alexa - Ask Alexa to listen to music, get news and weather, update shopping lists, and set reminders. Control your smart home, or ask Alexa to make video calls to friends and family with apps like Zoom.","Amazon Kids offers easy-to-use parental controls on Fire tablets. Subscribe to Amazon Kids+ for access to thousands of books, popular apps and games, videos, songs, Audible books, and more.",,,,,,,,,,,,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41bK9IB6pNL._AC_US.jpg,https://m.media-amazon.com/images/I/41ctbG4VroL._AC_US.jpg,https://m.media-amazon.com/images/I/51Q-27FwEOL._AC_US.jpg,https://m.media-amazon.com/images/I/51y2gcezz8L._AC_US.jpg,https://m.media-amazon.com/images/I/51Jk2XfxFaL._AC_US.jpg,https://m.media-amazon.com/images/I/51znPaBDROL._AC_US.jpg,https://m.media-amazon.com/images/I/51-AiskMchL._AC_US.jpg,,$,59.99
B0CGJQJHCB,Echo Pop | Charcoal with Sengled Smart Color Bulb,https://m.media-amazon.com/images/I/51dsFYZ0K4L._AC_SY300_SX300_.jpg,Electronics,https://m.media-amazon.com/images/I/51dsFYZ0K4L._AC_SL1001_.jpg,https://m.media-amazon.com/images/I/81lL9pvN8ML._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/51BZYfCLNtL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/71KVLrir+WL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/8125PUEnMqL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81Wsgx2B1nL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71YTXE3zzvL._AC_SL1500_.jpg,,,,,,"BUNDLE COMPONENTS – This bundle is a starter kit to help automate lighting in your study, living room and entire home – Echo Pop and Sengled Smart Matter Bulb","CONTROL YOUR LIGHTS WITH ALEXA - Control your Sengled smart light bulbs using your voice or via the Alexa app, no more turning on/off each individual light switch. Get started by saying “Alexa, turn on the lights”. NOTE: This smart bulb is not compatible with Sengled app.","EASY SETUP OF LIGHTS WITH ALEXA - Make sure you setup and update your Echo device to latest version, just say ""Alexa, check for updates"". Then, power on the light bulb, open the Alexa app, and get started in minutes as you get notified “First light found"". Otherwise, you can add the smart bulb directly from Alexa app, if you are prompted to scan a QR code, look for the code in manual within product packaging. Supports 2.4GHz Wi-Fi only. NOTE: This smart bulb is not compatible with Sengled app.",AUTOMATE LIGHTING FOR CONVENIENCE AND ENERGY SAVINGS - Create groups in Alexa app to control lights by each room or all of home at once. Create custom routines on Alexa app to schedule lights automatically at sunset and/or sunrise and save energy. Have a fun time by changing light colors for a movie night with family and friends.,"DESIGNED TO PROTECT YOUR PRIVACY – Amazon is not in the business of selling your personal information to others. Built with multiple layers of privacy controls, including a mic off button on Echo device.",,,,,,,Brand,Amazon,Special Feature,Color Changing,Number of Items,1,Shape,Arbitrary,Connectivity Technology,Wi-Fi,,,,,,,,,,,https://m.media-amazon.com/images/I/41mT4mat1yL._AC_US.jpg,https://m.media-amazon.com/images/I/41X-r0lo6xL._AC_US.jpg,https://m.media-amazon.com/images/I/41kpvT9jjkL._AC_US.jpg,https://m.media-amazon.com/images/I/41aqd6UX2qL._AC_US.jpg,https://m.media-amazon.com/images/I/51JA-wz000L._AC_US.jpg,https://m.media-amazon.com/images/I/51F-rFF1c2L._AC_US.jpg,https://m.media-amazon.com/images/I/41xfSILAUkL._AC_US.jpg,,,
B0CB9PF1N6,"Introducing Echo Pop Kids | Designed for kids, with parental controls | Disney Princess",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61att1pNn0L._AC_SY300_SX300_.jpg,Electronics,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61att1pNn0L._AC_SL1000_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61cdK65vrXL._AC_SL1000_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61RzbFfa+8L._AC_SL1000_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51xje2vsctL._AC_SL1000_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61HRKb-jaKL._AC_SL1000_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51qcCcxXazL._AC_SL1000_.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/516CCAnbfdL._AC_SL1000_.jpg,,,,,,"MEET ECHO POP KIDS – Smart speaker with Alexa featuring Disney Princess and Marvel's Avengers designs, made for kids (not a toy). Stream kid-friendly songs from Amazon Music, Apple Music, Spotify, and others. Enjoy Disney Princess and Marvel's Avengers Themes available on Echo Pop Kids with Amazon Kids+. Includes silicone sleeve.","INCLUDES 6 MONTHS OF AMAZON KIDS+ – A digital subscription designed for kids aged 3-12 to safely learn, grow, and explore. Kids can enjoy kid-friendly Audible books, interactive games, fun Morning Routines, and educational Alexa skills. After 6 months, your subscription will automatically renew every month starting at just $4.99/month plus applicable tax. You may cancel any time by visiting the Amazon Parent Dashboard or contacting Customer Service.",EASY-TO-USE PARENTAL CONTROLS – Alexa will automatically give kid-friendly responses and filter explicit songs. You can also set daily time limits and review activity in the Amazon Parent Dashboard.,"FOR GROWING INDEPENDENCE – Kids can take charge of their daily activities by setting up timers and alarms, turning off compatible smart lights, calling parent-approved friends and family, asking Alexa for homework help, listening to Audible books or bedtime stories, and more.","SAY HELLO TO HEY DISNEY! – Hey Disney! is the all-new voice assistant for Alexa that lets kids have fun with some of Disney’s most beloved characters. Get the weather with Mickey, set a reading timer with Dory or Olaf, listen to their favorite Disney stories, and more. *Available with Amazon Kids+ subscription.","DESIGNED TO PROTECT YOUR PRIVACY – Amazon is not in the business of selling your family's personal information to others. Built with multiple layers of privacy controls, including a mic off button.","2-YEAR WORRY-FREE GUARANTEE – If it breaks, return it and we’ll replace it for free.",DESIGNED FOR SUSTAINABILITY – This device’s fabric is made from 100% post-consumer recycled yarn and aluminum is made from 80% recycled aluminum. 99% of this device’s packaging is made of wood fiber-based materials from responsibly managed forests or recycled sources.,,,,,,,,,,,,,,,,,,,,,,,,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/412XR6VNKxL._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41j3Kd37idL._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/415-UJLw8uL._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41d9A0iqSJL._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51D+m4gc3zL._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41FAvsM5TJL._AC_US.jpg,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/31RgcCP95tL._AC_US.jpg,,$,22.99
